votes,no_answers,questions,links,tags
4,1,How did pre-Earth's mass and orbit change at the Moon formation event?,/questions/11809/how-did-pre-earths-mass-and-orbit-change-at-the-moon-formation-event,"the-moon,earth-like-planet,impact,orbital-migration,theia"
4,,Why do Earth and moon move apart but binary black holes move closer?,/questions/13716/why-do-earth-and-moon-move-apart-but-binary-black-holes-move-closer,"the-moon,gravity,black-hole,tidal-forces,gravitational-waves"
1,1,A phonecall inside a blackhole,/questions/13250/a-phonecall-inside-a-blackhole,"gravity,black-hole"
3,,Does Dark Matter affect the motion of the Solar System?,/questions/12630/does-dark-matter-affect-the-motion-of-the-solar-system,"solar-system,sun,gravity,galaxy,dark-matter"
6,,Are Barlow lenses stackable for bright objects?,/questions/694/are-barlow-lenses-stackable-for-bright-objects,"solar-system,amateur-observing,telescope,jupiter,refractor-telescope"
2,,Max. speed that a space probe can communite with the Earth? [closed],/questions/1974/max-speed-that-a-space-probe-can-communite-with-the-earth,"exoplanet,space,extra-terrestrial"
2,,During what time of the year can Centaurus be seen from Tokyo?,/questions/6263/during-what-time-of-the-year-can-centaurus-be-seen-from-tokyo,"star-gazing,constellations,date-time"
8,2,How does the Milky Way look like above 66° North and below 66° South?,/questions/1191/how-does-the-milky-way-look-like-above-66-north-and-below-66-south,milky-way
6,1,How small can a planet be and still have Earth-like gravity?,/questions/2315/how-small-can-a-planet-be-and-still-have-earth-like-gravity,"planet,earth-like-planet"
1,1,Why do we need to add a second to 30 June and risk upsetting Internet?,/questions/8638/why-do-we-need-to-add-a-second-to-30-june-and-risk-upsetting-internet,date-time
2,,What is the ratio of cosmic microwave background radiation to normal radiation?,/questions/4813/what-is-the-ratio-of-cosmic-microwave-background-radiation-to-normal-radiation,"light,cmb,radiation"
3,4,What planet is better than earth to infer solar system configuration?,/questions/13602/what-planet-is-better-than-earth-to-infer-solar-system-configuration,"solar-system,planet,history"
10,3,What if Earth and Moon revolved around each other like Pluto and Charon?,/questions/12788/what-if-earth-and-moon-revolved-around-each-other-like-pluto-and-charon,"orbit,the-moon,earth,pluto,charon"
3,4,"Compared with similar stars, does the sun itself have properties that make life on Earth possible?",/questions/13503/compared-with-similar-stars-does-the-sun-itself-have-properties-that-make-life,"solar-system,sun"
4,1,What kind of telescope do I need to see most of the Jupiter's moons?,/questions/10212/what-kind-of-telescope-do-i-need-to-see-most-of-the-jupiters-moons,"telescope,amateur-observing,jupiter"
5,,What skills would a software developer need to get a job in space research or exploration organization? [closed],/questions/1276/what-skills-would-a-software-developer-need-to-get-a-job-in-space-research-or-ex,"space,software"
1,2,"How are the speed, distance and time of India's MOM and USA's Maven Mars missions calculated?",/questions/2249/how-are-the-speed-distance-and-time-of-indias-mom-and-usas-maven-mars-mission,"distances,mars,speed,astrophysics,artificial-satellite"
0,,Stellar data for data mining [closed],/questions/13886/stellar-data-for-data-mining,"star,data-analysis"
2,,How far away is the light that would reveal the Big Bang?,/questions/8803/how-far-away-is-the-light-that-would-reveal-the-big-bang,"light,big-bang-theory"
2,1,How often do stars form?,/questions/2384/how-often-do-stars-form,"star,universe,space-time"
1,,Is gravity a source of infinite energy at a cosmological scale,/questions/7851/is-gravity-a-source-of-infinite-energy-at-a-cosmological-scale,"gravity,cosmology,general-relativity"
9,,What causes the dimensions of a star increase when its hydrogen fuel is exhausted?,/questions/6598/what-causes-the-dimensions-of-a-star-increase-when-its-hydrogen-fuel-is-exhauste,"star,astrophysics"
3,,Where does energy at the beginning of a star's lifecycle (before any nuclear reactions) come from?,/questions/10187/where-does-energy-at-the-beginning-of-a-stars-lifecycle-before-any-nuclear-rea,"stellar-evolution,stellar-astrophysics"
1,,The reason behind Big Bang,/questions/1904/the-reason-behind-big-bang,"universe,formation,big-bang-theory,early-universe"
8,,What is the difference between gas and dust in astronomy?,/questions/3663/what-is-the-difference-between-gas-and-dust-in-astronomy,"temperature,dust,interstellar-medium,gas"
24,,Where does the Solar System end?,/questions/6519/where-does-the-solar-system-end,"sun,solar-system,oort-cloud,kuiper-belt"
3,2,How do rogue planets orbit around stars in other planetary systems?,/questions/12196/how-do-rogue-planets-orbit-around-stars-in-other-planetary-systems,"rogue-planet,celestial-mechanics"
16,,How bright would the sun appear from the hypothetical Planet Nine proposed by Caltech?,/questions/13282/how-bright-would-the-sun-appear-from-the-hypothetical-planet-nine-proposed-by-ca,"sun,planet,9th-planet"
4,1,How massive does a planet need to be to create gravitational lensing?,/questions/5939/how-massive-does-a-planet-need-to-be-to-create-gravitational-lensing,"gravity,light,gravitational-lensing"
4,,How can the Advanced Composition Explorer (ACE) warn of incoming solar storms?,/questions/6007/how-can-the-advanced-composition-explorer-ace-warn-of-incoming-solar-storms,"sun,artificial-satellite,solar-storm"
1,,traveling past the speed of light [closed],/questions/1606/traveling-past-the-speed-of-light,"light,space-time,pulsar"
5,,How many earths fit in the observable universe?,/questions/2422/how-many-earths-fit-in-the-observable-universe,"earth,universe,size"
2,1,What would the sky have looked like when galaxies first started to form?,/questions/1807/what-would-the-sky-have-looked-like-when-galaxies-first-started-to-form,early-universe
6,,What is the difference between Sphere of Influence and Hill sphere?,/questions/6348/what-is-the-difference-between-sphere-of-influence-and-hill-sphere,"orbit,gravity,satellite"
2,,Adaptive Optics?,/questions/6306/adaptive-optics,"observation,optics"
2,4,Do heavier elements breakdown during supernova?,/questions/2402/do-heavier-elements-breakdown-during-supernova,"supernova,nebula,star-formation"
2,,"In theory, is there anywhere in the universe where velocity=0?",/questions/10159/in-theory-is-there-anywhere-in-the-universe-where-velocity-0,"special-relativity,velocity"
3,,"If an object with mass were to somehow go the speed of light, would it destroy the whole universe?",/questions/4720/if-an-object-with-mass-were-to-somehow-go-the-speed-of-light-would-it-destroy-t,"universe,light,speed,mass,special-relativity"
1,1,What is the gravitational force felt on Earth from the other planets in our solar system?,/questions/13022/what-is-the-gravitational-force-felt-on-earth-from-the-other-planets-in-our-sola,"solar-system,gravity,planet"
2,2,How to calculate Longitude from Right Ascension?,/questions/1140/how-to-calculate-longitude-from-right-ascension,"star,amateur-observing,observation,fundamental-astronomy"
5,1,How to estimate age of asteroid family Erigon,/questions/1452/how-to-estimate-age-of-asteroid-family-erigon,asteroids
2,4,Is it just coincidence that the Moon follows the ecliptic?,/questions/11786/is-it-just-coincidence-that-the-moon-follows-the-ecliptic,the-moon
0,2,Can black holes collide with the Sun? In that case what will happen? [duplicate],/questions/13699/can-black-holes-collide-with-the-sun-in-that-case-what-will-happen,"sun,black-hole"
2,,What is the Maximum Speed that can be acheived Because of Acceleration Due to Gravity?,/questions/13238/what-is-the-maximum-speed-that-can-be-acheived-because-of-acceleration-due-to-gr,"gravity,speed"
1,1,How do we know which elements are in a galaxy spectra?,/questions/12534/how-do-we-know-which-elements-are-in-a-galaxy-spectra,"galaxy,spectra"
11,,What Causes the Large Radiation Fields Around Jupiter?,/questions/525/what-causes-the-large-radiation-fields-around-jupiter,"solar-system,jupiter,terrestrial-planets,laws-of-physics,magnetic-field"
9,,"If the Wow! signal was not directed at us, then where?",/questions/1952/if-the-wow-signal-was-not-directed-at-us-then-where,"extra-terrestrial,astrometry"
1,,Determining planetary positions on the celestial sphere by Right Ascension and Declination [closed],/questions/6025/determining-planetary-positions-on-the-celestial-sphere-by-right-ascension-and-d,"rotation,planet,ascension,declination,constellations"
9,,How do we calculate the escape velocity of galaxies?,/questions/1160/how-do-we-calculate-the-escape-velocity-of-galaxies,"galaxy,milky-way,velocity"
2,,How do scientists know if an Earth-like planet is really Earth-like?,/questions/2036/how-do-scientists-know-if-an-earth-like-planet-is-really-earth-like,"exoplanet,earth-like-planet"
1,2,How often and over what period is Earth’s rotation averaged to compute UT1?,/questions/8269/how-often-and-over-what-period-is-earth-s-rotation-averaged-to-compute-ut1,"observation,units,date-time"
2,,How exactly can the hypothetical conformal invariance of the CMB spectrum be established by analyzing tensor modes?,/questions/2351/how-exactly-can-the-hypothetical-conformal-invariance-of-the-cmb-spectrum-be-est,"cosmology,cmb"
1,,Is Planet Nine shepherding the Kuiper Belt?,/questions/13562/is-planet-nine-shepherding-the-kuiper-belt,"planet,9th-planet,kuiper-belt"
4,,Simulate an orbit with orbital elements,/questions/12716/simulate-an-orbit-with-orbital-elements,"orbit,orbital-elements"
2,,Where is the materials of comet after it crashed into the sun?,/questions/13470/where-is-the-materials-of-comet-after-it-crashed-into-the-sun,"sun,comets"
5,1,Is stacking welder's glasses a safe way to watch at the eclipse?,/questions/10204/is-stacking-welders-glasses-a-safe-way-to-watch-at-the-eclipse,"observation,amateur-observing,solar-eclipse"
2,1,"In India, what is the best time to view the geminid meteor shower in 2013",/questions/1412/in-india-what-is-the-best-time-to-view-the-geminid-meteor-shower-in-2013,space
2,,"Conundrum involving distance to object, universal expansion, age of universe, etc",/questions/2150/conundrum-involving-distance-to-object-universal-expansion-age-of-universe-et,"distances,expansion,redshift"
5,,Does natural satellite(s) of a planet affects its orbital velocity around a star?,/questions/13823/does-natural-satellites-of-a-planet-affects-its-orbital-velocity-around-a-star,"star,planet,orbital-elements"
1,,Does the cosmic microwave background recede at the speed of light?,/questions/8764/does-the-cosmic-microwave-background-recede-at-the-speed-of-light,"light,speed,cmb"
6,3,What shape are black holes theorized to be?,/questions/2325/what-shape-are-black-holes-theorized-to-be,"black-hole,space-time"
6,,How to determine scalar-to-tensor ratio r from CMB polarization spectrum?,/questions/7777/how-to-determine-scalar-to-tensor-ratio-r-from-cmb-polarization-spectrum,"cosmology,cmb"
3,,Is there a lower limit for the altitude of orbiting objects?,/questions/6584/is-there-a-lower-limit-for-the-altitude-of-orbiting-objects,"orbit,astrophysics"
5,,Is there a star simulation software that can handle mass ejections and supernovae?,/questions/8174/is-there-a-star-simulation-software-that-can-handle-mass-ejections-and-supernova,"supernova,stellar-evolution,stellar-astrophysics"
2,1,if the big bang only expanded the universe when and how did it originate? [duplicate],/questions/1780/if-the-big-bang-only-expanded-the-universe-when-and-how-did-it-originate,big-bang-theory
8,,Any new info about solar flares hitting the Moon added by the LADEE mission?,/questions/2594/any-new-info-about-solar-flares-hitting-the-moon-added-by-the-ladee-mission,"the-moon,solar-flare,dust"
11,,How did scientists determine an estimate of the number of planets greater than Sedna's size to exist in the Inner Oort Cloud?,/questions/6451/how-did-scientists-determine-an-estimate-of-the-number-of-planets-greater-than-s,"solar-system,planet,oort-cloud,dwarf-planets"
0,,What causes objects to become tidally locked?,/questions/12154/what-causes-objects-to-become-tidally-locked,"orbit,gravity,rotation,tidal-forces,celestial-mechanics"
11,,"How would parallax affect an object at 200-1000 AU (for example, the 9th planet)?",/questions/13280/how-would-parallax-affect-an-object-at-200-1000-au-for-example-the-9th-planet,"solar-system,planet,distances,parallax,9th-planet"
10,,Using the Sun as a Gravitational Lens,/questions/3644/using-the-sun-as-a-gravitational-lens,"sun,solar-system,gravity,telescope,gravitational-lensing"
